变量名,类型/位号,读位置,写位置,用途推断,相关轴号,风险说明
DefineHomeBit,local int,1st.prg:10862;1st.prg:11212;1st.prg:11242;1st.prg:11243;1st.prg:11244;1st.prg:11245;1st.prg:11246;1st.prg:11247;1st.prg:11248;1st.prg:11249,1st.prg:11202;1st.prg:11203;1st.prg:11204;1st.prg:11205;1st.prg:11206;1st.prg:11207;1st.prg:11208;1st.prg:11209;1st.prg:11236,局部计算/临时变量,,低
DefineHomeFlag,local int,1st.prg:10859,,局部计算/临时变量,,低
DirFlipperRot,local real,1st.prg:8221,,故障/错误阈值或报警状态,,中
Direction_Read,local int,1st.prg:6180;1st.prg:6234;1st.prg:6913;1st.prg:6945;1st.prg:7162;1st.prg:7188;1st.prg:7270;1st.prg:7295;1st.prg:7379;1st.prg:7411;1st.prg:7416;1st.prg:7422,1st.prg:6210;1st.prg:6921;1st.prg:7164;1st.prg:7272;1st.prg:7381,局部计算/临时变量,,低
Direction_Write,local int,1st.prg:6180;1st.prg:6242;1st.prg:6913;1st.prg:7162;1st.prg:7270;1st.prg:7379,1st.prg:6209;1st.prg:6920;1st.prg:7163;1st.prg:7271;1st.prg:7380,局部计算/临时变量,,低
DynNegativeLimit,unknown unknown,1st.prg:11826,1st.prg:6780,运动参数/速度曲线,,高
DynPositiveLimit,unknown unknown,1st.prg:11827,1st.prg:6781,运动参数/速度曲线,,高
ElapsedTime,local real,1st.prg:8836;1st.prg:9950,1st.prg:9948,局部计算/临时变量,,低
ExecutingMove,unknown unknown,1st.prg:11114,1st.prg:10887;1st.prg:10888;1st.prg:10889;1st.prg:10890;1st.prg:10891;1st.prg:10892;1st.prg:10893;1st.prg:10894;1st.prg:11110;1st.prg:11116,通用控制变量,,中
ExecutingMoveExt,global int,1st.prg:8230;1st.prg:8351;1st.prg:8424;1st.prg:8840;1st.prg:9901;1st.prg:9906;1st.prg:10374;1st.prg:10668,1st.prg:8239;1st.prg:8419;1st.prg:8426;1st.prg:10385;1st.prg:10677,通用控制变量,,中
ExecutingMoveRot,global int,1st.prg:8230;1st.prg:8450;1st.prg:8530;1st.prg:8840;1st.prg:9902;1st.prg:9908;1st.prg:10374;1st.prg:10668,1st.prg:8237;1st.prg:8525;1st.prg:8532;1st.prg:10382;1st.prg:10674,通用控制变量,,中
FAULT(0).#CPE,special bit,1st.prg:8304;1st.prg:10751,,故障/错误阈值或报警状态,0,高
FAULT(AxisNum).#CPE,special bit,1st.prg:10053,,故障/错误阈值或报警状态,AxisNum,高
FAULT(AxisNum).#SLL,special bit,1st.prg:9980,,故障/错误阈值或报警状态,AxisNum,高
FAULT(AxisNum).#SRL,special bit,1st.prg:9996,,故障/错误阈值或报警状态,AxisNum,高
FAULT(ROBOTAXISNUMH).#CPE,special bit,1st.prg:10024,,故障/错误阈值或报警状态,ROBOTAXISNUMH,高
FAULT(ROBOTAXISNUML).#CPE,special bit,1st.prg:8304;1st.prg:10024;1st.prg:10751,,故障/错误阈值或报警状态,ROBOTAXISNUML,高
FAULT(SP_Axis).#LL,special bit,1st.prg:8180;1st.prg:8181;1st.prg:8183;1st.prg:8184,,故障/错误阈值或报警状态,SP_Axis,高
FAULT(SP_Axis).#RL,special bit,1st.prg:8180;1st.prg:8183;1st.prg:8184,,故障/错误阈值或报警状态,SP_Axis,高
FAULT(iAxisNum).#CPE,special bit,1st.prg:230;1st.prg:525;1st.prg:837;1st.prg:1132;1st.prg:1328;1st.prg:2147;1st.prg:2442;1st.prg:2840;1st.prg:3135;1st.prg:3533;1st.prg:3828;1st.prg:4226;1st.prg:4521;1st.prg:4919;1st.prg:5214;1st.prg:5612;1st.prg:5907,,故障/错误阈值或报警状态,iAxisNum,高
FAULT(iAxisNum).#LL,special bit,1st.prg:191;1st.prg:192;1st.prg:194;1st.prg:195;1st.prg:2108;1st.prg:2109;1st.prg:2111;1st.prg:2112;1st.prg:2801;1st.prg:2802;1st.prg:2804;1st.prg:2805;1st.prg:3494;1st.prg:3495;1st.prg:3497;1st.prg:3498;1st.prg:4187;1st.prg:4188;1st.prg:4190;1st.prg:4191;1st.prg:4880;1st.prg:4881;1st.prg:4883;1st.prg:4884;1st.prg:5573;1st.prg:5574;1st.prg:5576;1st.prg:5577,,故障/错误阈值或报警状态,iAxisNum,高
FAULT(iAxisNum).#RL,special bit,1st.prg:191;1st.prg:194;1st.prg:195;1st.prg:2108;1st.prg:2111;1st.prg:2112;1st.prg:2801;1st.prg:2804;1st.prg:2805;1st.prg:3494;1st.prg:3497;1st.prg:3498;1st.prg:4187;1st.prg:4190;1st.prg:4191;1st.prg:4880;1st.prg:4883;1st.prg:4884;1st.prg:5573;1st.prg:5576;1st.prg:5577,,故障/错误阈值或报警状态,iAxisNum,高
FB_ERR_DELTA,local real,1st.prg:1396;1st.prg:1706;1st.prg:1708,1st.prg:1527;1st.prg:1577;1st.prg:1614;1st.prg:1709,故障/错误阈值或报警状态,,中
FB_error,local real,1st.prg:1396;1st.prg:1527;1st.prg:1577;1st.prg:1614;1st.prg:1704;1st.prg:1706;1st.prg:1708;1st.prg:1709,1st.prg:1762,故障/错误阈值或报警状态,,中
FDEF(0).#CPE,special bit,1st.prg:8300;1st.prg:8310;1st.prg:10533;1st.prg:10731;1st.prg:10781,1st.prg:8300;1st.prg:8310;1st.prg:10533;1st.prg:10731;1st.prg:10781,通用控制变量,0,高
FDEF(0).#LL,special bit,1st.prg:10692,1st.prg:10692,通用控制变量,0,中
FDEF(0).#RL,special bit,1st.prg:10693,1st.prg:10693,通用控制变量,0,中
FDEF(ROBOTAXISNUML).#CPE,special bit,1st.prg:8301;1st.prg:8311;1st.prg:10534;1st.prg:10732;1st.prg:10782,1st.prg:8301;1st.prg:8311;1st.prg:10534;1st.prg:10732;1st.prg:10782,通用控制变量,ROBOTAXISNUML,高
FDEF(ROBOTAXISNUML).#LL,special bit,1st.prg:10694,1st.prg:10694,通用控制变量,ROBOTAXISNUML,中
FDEF(ROBOTAXISNUML).#RL,special bit,1st.prg:10695,1st.prg:10695,通用控制变量,ROBOTAXISNUML,中
FDEF(iAxisNum).#CPE,special bit,1st.prg:227;1st.prg:250;1st.prg:276;1st.prg:359;1st.prg:455;1st.prg:470;1st.prg:522;1st.prg:550;1st.prg:576;1st.prg:669;1st.prg:834;1st.prg:857;1st.prg:883;1st.prg:966;1st.prg:1062;1st.prg:1077;1st.prg:1129;1st.prg:1157;1st.prg:1183;1st.prg:1276;1st.prg:1324;1st.prg:1380;1st.prg:2144;1st.prg:2167;1st.prg:2193;1st.prg:2276;1st.prg:2372;1st.prg:2387;1st.prg:2439;1st.prg:2467;1st.prg:2493;1st.prg:2586;1st.prg:2837;1st.prg:2860;1st.prg:2886;1st.prg:2969;1st.prg:3065;1st.prg:3080;1st.prg:3132;1st.prg:3160;1st.prg:3186;1st.prg:3279;1st.prg:3530;1st.prg:3553;1st.prg:3579;1st.prg:3662;1st.prg:3758;1st.prg:3773;1st.prg:3825;1st.prg:3853;1st.prg:3879;1st.prg:3972;1st.prg:4223;1st.prg:4246;1st.prg:4272;1st.prg:4355;1st.prg:4451;1st.prg:4466;1st.prg:4518;1st.prg:4546;1st.prg:4572;1st.prg:4665;1st.prg:4916;1st.prg:4939;1st.prg:4965;1st.prg:5048;1st.prg:5144;1st.prg:5159;1st.prg:5211;1st.prg:5239;1st.prg:5265;1st.prg:5358;1st.prg:5609;1st.prg:5632;1st.prg:5658;1st.prg:5741;1st.prg:5837;1st.prg:5852;1st.prg:5904;1st.prg:5932;1st.prg:5958;1st.prg:6051,1st.prg:227;1st.prg:250;1st.prg:276;1st.prg:359;1st.prg:455;1st.prg:470;1st.prg:522;1st.prg:550;1st.prg:576;1st.prg:669;1st.prg:834;1st.prg:857;1st.prg:883;1st.prg:966;1st.prg:1062;1st.prg:1077;1st.prg:1129;1st.prg:1157;1st.prg:1183;1st.prg:1276;1st.prg:1324;1st.prg:1380;1st.prg:2144;1st.prg:2167;1st.prg:2193;1st.prg:2276;1st.prg:2372;1st.prg:2387;1st.prg:2439;1st.prg:2467;1st.prg:2493;1st.prg:2586;1st.prg:2837;1st.prg:2860;1st.prg:2886;1st.prg:2969;1st.prg:3065;1st.prg:3080;1st.prg:3132;1st.prg:3160;1st.prg:3186;1st.prg:3279;1st.prg:3530;1st.prg:3553;1st.prg:3579;1st.prg:3662;1st.prg:3758;1st.prg:3773;1st.prg:3825;1st.prg:3853;1st.prg:3879;1st.prg:3972;1st.prg:4223;1st.prg:4246;1st.prg:4272;1st.prg:4355;1st.prg:4451;1st.prg:4466;1st.prg:4518;1st.prg:4546;1st.prg:4572;1st.prg:4665;1st.prg:4916;1st.prg:4939;1st.prg:4965;1st.prg:5048;1st.prg:5144;1st.prg:5159;1st.prg:5211;1st.prg:5239;1st.prg:5265;1st.prg:5358;1st.prg:5609;1st.prg:5632;1st.prg:5658;1st.prg:5741;1st.prg:5837;1st.prg:5852;1st.prg:5904;1st.prg:5932;1st.prg:5958;1st.prg:6051,通用控制变量,iAxisNum,高
FDEF(iAxisNum).#LL,special bit,1st.prg:164;1st.prg:168;1st.prg:210;1st.prg:285;1st.prg:374;1st.prg:502;1st.prg:586;1st.prg:790;1st.prg:794;1st.prg:817;1st.prg:892;1st.prg:981;1st.prg:1109;1st.prg:1193;1st.prg:1309;1st.prg:2081;1st.prg:2085;1st.prg:2127;1st.prg:2202;1st.prg:2291;1st.prg:2419;1st.prg:2503;1st.prg:2774;1st.prg:2778;1st.prg:2820;1st.prg:2895;1st.prg:2984;1st.prg:3112;1st.prg:3196;1st.prg:3467;1st.prg:3471;1st.prg:3513;1st.prg:3588;1st.prg:3677;1st.prg:3805;1st.prg:3889;1st.prg:4160;1st.prg:4164;1st.prg:4206;1st.prg:4281;1st.prg:4370;1st.prg:4498;1st.prg:4582;1st.prg:4853;1st.prg:4857;1st.prg:4899;1st.prg:4974;1st.prg:5063;1st.prg:5191;1st.prg:5275;1st.prg:5546;1st.prg:5550;1st.prg:5592;1st.prg:5667;1st.prg:5756;1st.prg:5884;1st.prg:5968,1st.prg:164;1st.prg:168;1st.prg:210;1st.prg:285;1st.prg:374;1st.prg:502;1st.prg:586;1st.prg:790;1st.prg:794;1st.prg:817;1st.prg:892;1st.prg:981;1st.prg:1109;1st.prg:1193;1st.prg:1309;1st.prg:2081;1st.prg:2085;1st.prg:2127;1st.prg:2202;1st.prg:2291;1st.prg:2419;1st.prg:2503;1st.prg:2774;1st.prg:2778;1st.prg:2820;1st.prg:2895;1st.prg:2984;1st.prg:3112;1st.prg:3196;1st.prg:3467;1st.prg:3471;1st.prg:3513;1st.prg:3588;1st.prg:3677;1st.prg:3805;1st.prg:3889;1st.prg:4160;1st.prg:4164;1st.prg:4206;1st.prg:4281;1st.prg:4370;1st.prg:4498;1st.prg:4582;1st.prg:4853;1st.prg:4857;1st.prg:4899;1st.prg:4974;1st.prg:5063;1st.prg:5191;1st.prg:5275;1st.prg:5546;1st.prg:5550;1st.prg:5592;1st.prg:5667;1st.prg:5756;1st.prg:5884;1st.prg:5968,通用控制变量,iAxisNum,中
FDEF(iAxisNum).#RL,special bit,1st.prg:165;1st.prg:211;1st.prg:286;1st.prg:375;1st.prg:503;1st.prg:587;1st.prg:791;1st.prg:818;1st.prg:893;1st.prg:982;1st.prg:1110;1st.prg:1194;1st.prg:1310;1st.prg:2082;1st.prg:2128;1st.prg:2203;1st.prg:2292;1st.prg:2420;1st.prg:2504;1st.prg:2775;1st.prg:2821;1st.prg:2896;1st.prg:2985;1st.prg:3113;1st.prg:3197;1st.prg:3468;1st.prg:3514;1st.prg:3589;1st.prg:3678;1st.prg:3806;1st.prg:3890;1st.prg:4161;1st.prg:4207;1st.prg:4282;1st.prg:4371;1st.prg:4499;1st.prg:4583;1st.prg:4854;1st.prg:4900;1st.prg:4975;1st.prg:5064;1st.prg:5192;1st.prg:5276;1st.prg:5547;1st.prg:5593;1st.prg:5668;1st.prg:5757;1st.prg:5885;1st.prg:5969,1st.prg:165;1st.prg:211;1st.prg:286;1st.prg:375;1st.prg:503;1st.prg:587;1st.prg:791;1st.prg:818;1st.prg:893;1st.prg:982;1st.prg:1110;1st.prg:1194;1st.prg:1310;1st.prg:2082;1st.prg:2128;1st.prg:2203;1st.prg:2292;1st.prg:2420;1st.prg:2504;1st.prg:2775;1st.prg:2821;1st.prg:2896;1st.prg:2985;1st.prg:3113;1st.prg:3197;1st.prg:3468;1st.prg:3514;1st.prg:3589;1st.prg:3678;1st.prg:3806;1st.prg:3890;1st.prg:4161;1st.prg:4207;1st.prg:4282;1st.prg:4371;1st.prg:4499;1st.prg:4583;1st.prg:4854;1st.prg:4900;1st.prg:4975;1st.prg:5064;1st.prg:5192;1st.prg:5276;1st.prg:5547;1st.prg:5593;1st.prg:5668;1st.prg:5757;1st.prg:5885;1st.prg:5969,通用控制变量,iAxisNum,中
FEED_FLOW_MODE,global int,1st.prg:6132,1st.prg:6282,通用控制变量,,中
FEED_ON_FROM_STATUS1,local int,1st.prg:6114;1st.prg:6581,1st.prg:6272;1st.prg:6274,局部计算/临时变量,1,中
FEED_RDY,global int,1st.prg:6134;1st.prg:6618,1st.prg:6296,通用控制变量,,中
FMASK(iAxisIndex).#SLL,special bit,1st.prg:9163;1st.prg:9173;1st.prg:9181;1st.prg:9192;1st.prg:9201;1st.prg:9209,1st.prg:9163;1st.prg:9173;1st.prg:9181;1st.prg:9192;1st.prg:9201;1st.prg:9209,通用控制变量,iAxisIndex,中
FMASK(iAxisIndex).#SRL,special bit,1st.prg:9164;1st.prg:9174;1st.prg:9182;1st.prg:9193;1st.prg:9202;1st.prg:9210,1st.prg:9164;1st.prg:9174;1st.prg:9182;1st.prg:9193;1st.prg:9202;1st.prg:9210,通用控制变量,iAxisIndex,中
FMASK(iAxisNum).#SLL,special bit,1st.prg:52;1st.prg:53;1st.prg:176;1st.prg:750;1st.prg:751;1st.prg:802;1st.prg:1969;1st.prg:1970;1st.prg:2093;1st.prg:2662;1st.prg:2663;1st.prg:2786;1st.prg:3355;1st.prg:3356;1st.prg:3479;1st.prg:4048;1st.prg:4049;1st.prg:4172;1st.prg:4741;1st.prg:4742;1st.prg:4865;1st.prg:5434;1st.prg:5435;1st.prg:5558,1st.prg:53;1st.prg:176;1st.prg:751;1st.prg:802;1st.prg:1970;1st.prg:2093;1st.prg:2663;1st.prg:2786;1st.prg:3356;1st.prg:3479;1st.prg:4049;1st.prg:4172;1st.prg:4742;1st.prg:4865;1st.prg:5435;1st.prg:5558,通用控制变量,iAxisNum,中
FMASK(iAxisNum).#SRL,special bit,1st.prg:57;1st.prg:58;1st.prg:180;1st.prg:755;1st.prg:756;1st.prg:806;1st.prg:1974;1st.prg:1975;1st.prg:2097;1st.prg:2667;1st.prg:2668;1st.prg:2790;1st.prg:3360;1st.prg:3361;1st.prg:3483;1st.prg:4053;1st.prg:4054;1st.prg:4176;1st.prg:4746;1st.prg:4747;1st.prg:4869;1st.prg:5439;1st.prg:5440;1st.prg:5562,1st.prg:58;1st.prg:180;1st.prg:756;1st.prg:806;1st.prg:1975;1st.prg:2097;1st.prg:2668;1st.prg:2790;1st.prg:3361;1st.prg:3483;1st.prg:4054;1st.prg:4176;1st.prg:4747;1st.prg:4869;1st.prg:5440;1st.prg:5562,通用控制变量,iAxisNum,中
FPOS,unknown unknown,1st.prg:529;1st.prg:611;1st.prg:642;1st.prg:650;1st.prg:657;1st.prg:1136;1st.prg:1218;1st.prg:1249;1st.prg:1257;1st.prg:1264;1st.prg:1332;1st.prg:1541;1st.prg:2446;1st.prg:2528;1st.prg:2559;1st.prg:2567;1st.prg:2574;1st.prg:3139;1st.prg:3221;1st.prg:3252;1st.prg:3260;1st.prg:3267;1st.prg:3832;1st.prg:3914;1st.prg:3945;1st.prg:3953;1st.prg:3960;1st.prg:4525;1st.prg:4607;1st.prg:4638;1st.prg:4646;1st.prg:4653;1st.prg:5218;1st.prg:5300;1st.prg:5331;1st.prg:5339;1st.prg:5346;1st.prg:5911;1st.prg:5993;1st.prg:6024;1st.prg:6032;1st.prg:6039;1st.prg:7782;1st.prg:7789;1st.prg:7796;1st.prg:7803;1st.prg:7810;1st.prg:7818;1st.prg:8571;1st.prg:8573;1st.prg:8656;1st.prg:8658;1st.prg:8663;1st.prg:9430;1st.prg:9447;1st.prg:9457;1st.prg:9467;1st.prg:9867;1st.prg:10396;1st.prg:10454;1st.prg:10462;1st.prg:10491;1st.prg:10503,1st.prg:233;1st.prg:241;1st.prg:253;1st.prg:310;1st.prg:333;1st.prg:406;1st.prg:429;1st.prg:468;1st.prg:532;1st.prg:663;1st.prg:666;1st.prg:840;1st.prg:848;1st.prg:860;1st.prg:917;1st.prg:940;1st.prg:1013;1st.prg:1036;1st.prg:1075;1st.prg:1139;1st.prg:1270;1st.prg:1273;1st.prg:1335;1st.prg:2150;1st.prg:2158;1st.prg:2170;1st.prg:2227;1st.prg:2250;1st.prg:2323;1st.prg:2346;1st.prg:2385;1st.prg:2449;1st.prg:2580;1st.prg:2583;1st.prg:2843;1st.prg:2851;1st.prg:2863;1st.prg:2920;1st.prg:2943;1st.prg:3016;1st.prg:3039;1st.prg:3078;1st.prg:3142;1st.prg:3273;1st.prg:3276;1st.prg:3536;1st.prg:3544;1st.prg:3556;1st.prg:3613;1st.prg:3636;1st.prg:3709;1st.prg:3732;1st.prg:3771;1st.prg:3835;1st.prg:3966;1st.prg:3969;1st.prg:4229;1st.prg:4237;1st.prg:4249;1st.prg:4306;1st.prg:4329;1st.prg:4402;1st.prg:4425;1st.prg:4464;1st.prg:4528;1st.prg:4659;1st.prg:4662;1st.prg:4922;1st.prg:4930;1st.prg:4942;1st.prg:4999;1st.prg:5022;1st.prg:5095;1st.prg:5118;1st.prg:5157;1st.prg:5221;1st.prg:5352;1st.prg:5355;1st.prg:5615;1st.prg:5623;1st.prg:5635;1st.prg:5692;1st.prg:5715;1st.prg:5788;1st.prg:5811;1st.prg:5850;1st.prg:5914;1st.prg:6045;1st.prg:6048;1st.prg:10523;1st.prg:10524;1st.prg:10757;1st.prg:10758;1st.prg:10800;1st.prg:10801;1st.prg:11213,通用控制变量,,中
FRobot,global real,1st.prg:8212;1st.prg:8437;1st.prg:8584;1st.prg:8612;1st.prg:8721;1st.prg:8745;1st.prg:8847;1st.prg:9477,1st.prg:8577;1st.prg:8585;1st.prg:8587;1st.prg:8692,通用控制变量,,中
FaultTorq0,global real tag 1086,1st.prg:11523,1st.prg:8618;1st.prg:9547,故障/错误阈值或报警状态,0,高
FaultTorq1,global real tag 1286,1st.prg:11605,1st.prg:8727;1st.prg:9581,故障/错误阈值或报警状态,1,高
FaultTorq2,global real tag 1186,1st.prg:11564,1st.prg:8751;1st.prg:9595,故障/错误阈值或报警状态,2,高
FaultTorq3,global real tag 1386,1st.prg:11645,1st.prg:9610,故障/错误阈值或报警状态,3,高
FaultTorq4,global real tag 1486,1st.prg:11685,1st.prg:9625,故障/错误阈值或报警状态,4,高
FaultTorq5,global real tag 1686,1st.prg:11763,1st.prg:9641,故障/错误阈值或报警状态,5,高
FaultTorq6,global real tag 1586,1st.prg:11724,1st.prg:9658,故障/错误阈值或报警状态,6,高
FaultTorq7,global real tag 1786,1st.prg:11802,1st.prg:9675,故障/错误阈值或报警状态,7,高
FilteredIGSignal,global real,1st.prg:1394,,通用控制变量,,中
FineRotHoming,global int,1st.prg:7967;1st.prg:10373;1st.prg:10507;1st.prg:10535,1st.prg:7994;1st.prg:10381,通用控制变量,,中
FirstEdge,local real,1st.prg:638;1st.prg:646;1st.prg:653;1st.prg:660;1st.prg:1245;1st.prg:1253;1st.prg:1260;1st.prg:1267;1st.prg:2555;1st.prg:2563;1st.prg:2570;1st.prg:2577;1st.prg:3248;1st.prg:3256;1st.prg:3263;1st.prg:3270;1st.prg:3941;1st.prg:3949;1st.prg:3956;1st.prg:3963;1st.prg:4634;1st.prg:4642;1st.prg:4649;1st.prg:4656;1st.prg:5327;1st.prg:5335;1st.prg:5342;1st.prg:5349;1st.prg:6020;1st.prg:6028;1st.prg:6035;1st.prg:6042,1st.prg:642;1st.prg:650;1st.prg:1249;1st.prg:1257;1st.prg:2559;1st.prg:2567;1st.prg:3252;1st.prg:3260;1st.prg:3945;1st.prg:3953;1st.prg:4638;1st.prg:4646;1st.prg:5331;1st.prg:5339;1st.prg:6024;1st.prg:6032,局部计算/临时变量,,低
FlipperClampDTI,global real,1st.prg:8232;1st.prg:8358;1st.prg:8379;1st.prg:8380;1st.prg:8381;1st.prg:8382;1st.prg:8383;1st.prg:8384;1st.prg:8387;1st.prg:8388;1st.prg:8577;1st.prg:8843;1st.prg:9196;1st.prg:9197;1st.prg:9198;1st.prg:9199;1st.prg:10672;1st.prg:10745;1st.prg:10787,1st.prg:8914,通用控制变量,,中
FtCurrent_Of_Drive,local real,1st.prg:513;1st.prg:538;1st.prg:539;1st.prg:546;1st.prg:547;1st.prg:1120;1st.prg:1145;1st.prg:1146;1st.prg:1153;1st.prg:1154;1st.prg:2430;1st.prg:2455;1st.prg:2456;1st.prg:2463;1st.prg:2464;1st.prg:3123;1st.prg:3148;1st.prg:3149;1st.prg:3156;1st.prg:3157;1st.prg:3816;1st.prg:3841;1st.prg:3842;1st.prg:3849;1st.prg:3850;1st.prg:4509;1st.prg:4534;1st.prg:4535;1st.prg:4542;1st.prg:4543;1st.prg:5202;1st.prg:5227;1st.prg:5228;1st.prg:5235;1st.prg:5236;1st.prg:5895;1st.prg:5920;1st.prg:5921;1st.prg:5928;1st.prg:5929,1st.prg:515;1st.prg:1122;1st.prg:2432;1st.prg:3125;1st.prg:3818;1st.prg:4511;1st.prg:5204;1st.prg:5897,局部计算/临时变量,,低
FtdCarHomeSW,global int,1st.prg:591;1st.prg:641;1st.prg:649;1st.prg:656;1st.prg:1198;1st.prg:1248;1st.prg:1256;1st.prg:1263;1st.prg:2508;1st.prg:2558;1st.prg:2566;1st.prg:2573;1st.prg:3201;1st.prg:3251;1st.prg:3259;1st.prg:3266;1st.prg:3894;1st.prg:3944;1st.prg:3952;1st.prg:3959;1st.prg:4587;1st.prg:4637;1st.prg:4645;1st.prg:4652;1st.prg:5280;1st.prg:5330;1st.prg:5338;1st.prg:5345;1st.prg:5973;1st.prg:6023;1st.prg:6031;1st.prg:6038;1st.prg:9794;1st.prg:9795;1st.prg:9799;1st.prg:9805;1st.prg:9813;1st.prg:9818;1st.prg:9825;1st.prg:9830;1st.prg:9835;1st.prg:9840;1st.prg:10624;1st.prg:10627;1st.prg:10631;1st.prg:10634;1st.prg:10639;1st.prg:10642;1st.prg:10647;1st.prg:10650;1st.prg:11415,1st.prg:10604;1st.prg:10607;1st.prg:10610;1st.prg:10612;1st.prg:10614;1st.prg:10625;1st.prg:10628;1st.prg:10632;1st.prg:10635;1st.prg:10640;1st.prg:10643;1st.prg:10648;1st.prg:10651,通用控制变量,,中
G2M_BfmRetracted,unknown unknown,,1st.prg:7502,通用控制变量,,中
G2M_CAR_DOWN,global int,1st.prg:7363,1st.prg:7522,通用控制变量,,中
G2M_CAR_UP,global int,1st.prg:7363,1st.prg:7521,通用控制变量,,中
G2M_InjClearOfRobot,unknown unknown,,1st.prg:7483,通用控制变量,,中
G2M_LeakValveAllowedOpen,unknown unknown,,1st.prg:7499,通用控制变量,,中
G2M_MainShutterOpen,unknown unknown,,1st.prg:7501,通用控制变量,,中
G2M_MaxSpCAR,unknown unknown,1st.prg:7360;1st.prg:7619;1st.prg:7656;1st.prg:7658;1st.prg:7660,1st.prg:7329;1st.prg:7480,设定值/目标位置,,高
G2M_MaxSpGV,unknown unknown,1st.prg:7360;1st.prg:7619;1st.prg:7656;1st.prg:7658;1st.prg:7660,1st.prg:7328;1st.prg:7479,设定值/目标位置,,高
G2M_MaxSpPosLim,unknown unknown,1st.prg:7360;1st.prg:7619;1st.prg:7656;1st.prg:7658;1st.prg:7660,1st.prg:7330;1st.prg:7481,设定值/目标位置,,高
G2M_OkToMoveCAR,global int,1st.prg:7363;1st.prg:10847;1st.prg:10952,1st.prg:7520,通用控制变量,,中
G2M_OpenESV_Status,unknown unknown,,1st.prg:7498,通用控制变量,,中
G2M_PrepareForTransfer,unknown unknown,,1st.prg:7504,通用控制变量,,中
G2M_QcmLeCAR,unknown unknown,,1st.prg:7503,通用控制变量,,中
G2M_SafeToMoveInj,unknown unknown,,1st.prg:7500,通用控制变量,,中
G2M_SafeToMoveQcm,unknown unknown,1st.prg:7360;1st.prg:7619;1st.prg:7643,1st.prg:7331;1st.prg:7482,通用控制变量,,中
HMotorAngle,local real,1st.prg:8227,,局部计算/临时变量,,低
HMotorAngleBeforeExt,local real,1st.prg:8247;1st.prg:8407;1st.prg:8408,1st.prg:8352,局部计算/临时变量,,低
HMotorAngleBeforeRot,global real,1st.prg:8248;1st.prg:8457;1st.prg:8516,1st.prg:8452,通用控制变量,,中
HMotorPos,local real,1st.prg:8228,,局部计算/临时变量,,低
HW_Intlkd_BFMQCM_AxisNum1,global int,1st.prg:7153;1st.prg:7225;1st.prg:7226;1st.prg:8871;1st.prg:9136;1st.prg:9141,1st.prg:8877;1st.prg:9137,通用控制变量,1,中
HW_Intlkd_BFMQCM_AxisNum2,global int,1st.prg:7153;1st.prg:7234;1st.prg:7235;1st.prg:8871;1st.prg:9141,1st.prg:8878;1st.prg:9142,通用控制变量,2,中
Halted,local int,1st.prg:10860,1st.prg:10914;1st.prg:11118,局部计算/临时变量,,低
HmCurrent_Of_Drive,local real,1st.prg:513;1st.prg:517;1st.prg:518;1st.prg:538;1st.prg:539;1st.prg:1120;1st.prg:1124;1st.prg:1125;1st.prg:1145;1st.prg:1146;1st.prg:2430;1st.prg:2434;1st.prg:2435;1st.prg:2455;1st.prg:2456;1st.prg:3123;1st.prg:3127;1st.prg:3128;1st.prg:3148;1st.prg:3149;1st.prg:3816;1st.prg:3820;1st.prg:3821;1st.prg:3841;1st.prg:3842;1st.prg:4509;1st.prg:4513;1st.prg:4514;1st.prg:4534;1st.prg:4535;1st.prg:5202;1st.prg:5206;1st.prg:5207;1st.prg:5227;1st.prg:5228;1st.prg:5895;1st.prg:5899;1st.prg:5900;1st.prg:5920;1st.prg:5921,1st.prg:514;1st.prg:1121;1st.prg:2431;1st.prg:3124;1st.prg:3817;1st.prg:4510;1st.prg:5203;1st.prg:5896,局部计算/临时变量,,低
HomeFlagWidth,local real,1st.prg:10375;1st.prg:10466;1st.prg:10470;1st.prg:10476,1st.prg:10464,局部计算/临时变量,,低
HomeTorq0,global real tag 1087,1st.prg:11524,1st.prg:8619;1st.prg:9548,通用控制变量,0,中
HomeTorq1,global real tag 1287,1st.prg:11606,1st.prg:8728;1st.prg:9582,通用控制变量,1,中
HomeTorq2,global real tag 1187,1st.prg:11565,1st.prg:8752;1st.prg:9596,通用控制变量,2,中
HomeTorq3,global real tag 1387,1st.prg:11646,1st.prg:9611,通用控制变量,3,中
HomeTorq4,global real tag 1487,1st.prg:11686,1st.prg:9626,通用控制变量,4,中
HomeTorq5,global real tag 1687,1st.prg:11764,1st.prg:9642,通用控制变量,5,中
HomeTorq6,global real tag 1587,1st.prg:11725,1st.prg:9659,通用控制变量,6,中
HomeTorq7,global real tag 1787,1st.prg:11803,1st.prg:9676,通用控制变量,7,中
HomingCMDBit,local int,1st.prg:10861,,局部计算/临时变量,,低
HomingStartPoint,local real,1st.prg:10375;1st.prg:10440;1st.prg:10450;1st.prg:10452;1st.prg:10458;1st.prg:10460,1st.prg:10438,局部计算/临时变量,,低
I,global int,1st.prg:11412,,通用控制变量,,中
I0,global int,1st.prg:11412,,通用控制变量,0,中
I1,global int,1st.prg:11412,,通用控制变量,1,中
I2,global int,1st.prg:11412,,通用控制变量,2,中
I3,global int,1st.prg:11412,,通用控制变量,3,中
